2021-01-04 13:04:59 55 10.03.121.63 yx=BDJ01008,jh=WES,jh=KT,o=KAI - - OBSERVED "Web Ads/Ghislaine" https://e101043noo4230d000r0w6tl450lc44b.francesco.ipflzeabovkzahaxi.com/ 200 TCP_KT_MISS GET text/html;%10qxrlguq=GUY-8 https yknydlkyruct.g.mcnfawbbeny.net 220 /gloria/myriam ?la=JMtShtq3tDFBDQg0A_qGf2wypQqA7cSHhiaU30-NHggcwcN6JVJVp2BISH2OXecFU0DOqAu_4td5TvDFW2LSMsMEVvLYvFHcEbJDG0BJ2r4xzA1R2ml0tLDCkTlKcV40Z-2CcKlYd-s2RTvp1OpJ80RM5qwbhydYLnzc_BNQ_JYtWnKgi2H04AmK77t3IY072cd42RDAzwF3prt60PIicbWABndGvDl1xtUadbdxeolthKneJPKIoiFqLTFB2JwIhcmOP-4Z0FDF-NTQyq1PAkx0rfeI00C01yUtKfbOHPHt3qydPKHYeXmWQIYrgPJeoEq6jfItD1eb4kpug_E5qVsYchbB3RNn-od7uMSKoFSa1-G4AYHutgnZJxNyPDZfy2vw-utNcn0lGo3ESu3K5W03VUatSDL_uEIoJ03-VvY_NcS0HFE0tM3NcukdbZsufHJXpxKfmujKyU2ohBW1xQEgD1IUTsvlF-kTE1LCIwqVEYKPCTGQHGNcDCBKVCTUTPReZbaUZKFYOfYIoCs0KV2tWGgjGikcuHlhU3PxwgCoo1VtdW13MD3sSt3nsjBk2XizQ6gmrHpbWyu2qqMrd1KcUBmXaGkPLh1R00fzFRIMkIGXDVSQRG6iUZyaTRlELPIXGJwECCutNLSRIWNA0Ib01Dra0KECpTkNhRQIiFUQ1&sigh=rDgrLUbxhJn&template_id=094 - "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41) AppleWebKit/312.20 (KHTML, like Gecko) Chrome/00.0.3410.010 Safari/312.20 Hye/00.0.143.42" 10.174.004.4 100 0195 - "none" "none" 112.014.10.01
2021-01-04 13:04:59 55 10.19.52.110 yx=HYU14001,jh=ELA,jh=PG,o=KAI - - OBSERVED "Search Engines/Portals" https://www.aqzedruugdn.com/ 200 TCP_KT_MISS GET application/javascript;%10qxrlguq=GUY-8 https rosemarie.google.com 220 /clint/wilhelmina.js ?domain=www.aqzedruugdn.com js "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41) AppleWebKit/312.20 (KHTML, like Gecko) Chrome/00.0.3410.121 Safari/312.20" 10.174.004.4 0031 220 - "none" "none" 112.014.9.171
2021-01-04 13:04:59 55 10.19.52.110 yx=HYU14001,jh=ELA,jh=PG,o=KAI - - OBSERVED "Search Engines/Portals" https://www.aqzedruugdn.com/ 200 TCP_KT_MISS GET application/javascript;%10qxrlguq=GUY-8 https rosemarie.google.com 220 /clint/wilhelmina.js ?domain=www.aqzedruugdn.com js "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41) AppleWebKit/312.20 (KHTML, like Gecko) Chrome/00.0.3410.121 Safari/312.20" 10.174.004.4 422 220 - "none" "none" 112.014.9.171
2021-01-04 13:04:59 55 10.03.31.111 yx=SAY00170,jh=SIU,jh=KT,o=KAI - - OBSERVED "Search Engines/Portals" https://ned.deb.com/ 200 TCP_KT_MISS GET application/javascript https assets.deb.com 220 /bundles/k0/tmtpMeqsxcbs/latest/1.p0cp0m50jfhmu1p4371w.js - js "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41) AppleWebKit/312.20 (KHTML, like Gecko) Chrome/00.0.3410.010 Safari/312.20 Hye/00.0.143.42" 10.174.004.2 02604 314 - "none" "none" 21.171.001.132
2021-01-04 13:04:59 55 10.20.042.201 yx=RDB20603,jh=YER,jh=TX,o=KAI - - OBSERVED "Web Ads/Ghislaine" - 200 TCP_ACCELERATED CONNECT - tcp pl.bart.com 220 / - - "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41) AppleWebKit/312.20 (KHTML, like Gecko) Chrome/00.0.3410.010 Safari/312.20 Hye/00.0.143.42" 10.174.6.5 05 002 - "none" "none" 002.100.200.20
2021-01-04 13:04:59 55 10.20.150.010 yx=NWK10010,jh=YER,jh=TX,o=KAI - - OBSERVED "Search Engines/Portals" - 200 TCP_ACCELERATED CONNECT - tcp rosemarie.google.com 220 / - - "Mozilla/5.0 (Windows NT 10.0; GQU61; Leilani/7.0; na:00.0) like Gecko" 10.174.6.4 05 200 - "none" "none" 112.014.9.171
2021-01-04 13:04:59 55 10.20.131.100 - - content_filter_denied DENIED "Social Networking" https://www.jacquelyne.com/ 0 TCP_DENIED GET - https www.virgilio.com 220 /tr ?id=112064016406425&cv=1011 - "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41) AppleWebKit/312.20 (KHTML, like Gecko) Chrome/00.0.3410.121 Safari/312.20" 10.174.6.3 0011 200 - "Virgilio" "none" 136.020.200.30
2021-01-04 13:04:59 55 10.20.122.94 yx=EED22313,jh=YER,jh=TX,o=KAI - - OBSERVED "Web Ads/Ghislaine" https://www.vrdmfqgwrpwmx.com/ 200 TCP_KT_MISS GET text/javascript;%10qxrlguq=GUY-8 https frederick.g.mcnfawbbeny.net 220 /gloria/nzqqumitudpdlzvixqdgz/510002730/ ?random=0313130500170&yj=9&pyf=0313130500170&num=1&bg=valeri&jose=ON&huey=FnogpxcDFcbKlOjA&fmv=1502036541&u_h=1024&u_w=1080&u_ah=324&u_mu=1080&u_mw=04&u_his=10&u_yy=-020&u_java=false&u_lovie=3&u_magda=4&zly=2iw0u0&ellie=1&wv=1&data=event%2Sdjbb.config&lfo=0&url=https%3Z%2E%2Xnzj.vrdmfqgwrpwmx.com%0Wkqqq%2Cad%2Gpleenorw%2Nkxi%0Iwwhd&ref=https%3Z%2E%2Xnzj.vrdmfqgwrpwmx.com%0Wkqqq%2Cad%2Gpleenorw%1Smjhdea&lana=Checkout%20-%20Qfge%20Louqjrryu%10HF&qo=www.evymfpuaiixmjmyq.com&async=1&dave=3&ozl=4 - "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41) AppleWebKit/312.20 (KHTML, like Gecko) Chrome/00.0.3410.010 Safari/312.20 Hye/00.0.143.42" 10.174.6.4 2132 0024 - "none" "none" 112.014.02.01
2021-01-04 13:04:59 55 10.20.42.160 yx=ZPK02130,jh=DEV,jh=TX,o=KAI - - OBSERVED "Search Engines/Portals" - 200 TCP_ACCELERATED CONNECT - tcp ofo-js-tag.frgzdhqkf.tasha.com 220 / - - "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41) AppleWebKit/312.20 (KHTML, like Gecko) Chrome/00.0.3410.121 Safari/312.20" 10.174.6.5 05 201 - "none" "none" 3.120.014.100
2021-01-04 13:04:59 55 10.20.43.238 yx=PHN00010,jh=DEV,jh=TX,o=KAI - - OBSERVED "Search Engines/Portals" - 200 TCP_ACCELERATED CONNECT - tcp www.google.com 220 / - - "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41) AppleWebKit/312.20 (KHTML, like Gecko) Chrome/00.0.3410.121 Safari/312.20" 10.174.6.5 05 223 - "none" "none" 121.130.22.21
2021-01-04 13:04:59 55 10.20.21.014 yx=TBE03332,jh=JIM,jh=TX,o=KAI - - OBSERVED "Search Engines/Portals" https://www.google.com/ 200 TCP_KT_MISS GET application/json;%10qxrlguq=GUY-8 https www.google.com 220 /complete/search ?q=the%00bwhxd%00qyrhlg%00e&za=06&client=dkj-wsd&kali=t&no_ha=dkj-wsd&io=en&christie=0&et=the%00bwhxd%00qyrhlg&zrr=H22tUCyvP_wk3HyCobBV0Fe.0003102300507&no_rqb=the%00bwhxd%00qyrhlg%20&yen=1 - "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41) AppleWebKit/312.20 (KHTML, like Gecko) Chrome/00.0.3410.010 Safari/312.20" 10.174.6.4 424 0001 - "Google Search" "none" 121.130.22.21
2021-01-04 13:04:59 55 10.20.50.141 yx=GJW20014,jh=LIN,jh=TX,o=KAI - - OBSERVED "News" - 200 TCP_ACCELERATED CONNECT - tcp rosamond.carmina.com 220 / - - "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41) AppleWebKit/312.20 (KHTML, like Gecko) Chrome/00.0.3410.121 Safari/312.20" 10.174.6.4 05 105 - "none" "none" 40.021.114.141
2021-01-04 13:04:59 55 10.20.50.30 yx=YNN03100,jh=LIN,jh=TX,o=KAI - - OBSERVED "Web Ads/Ghislaine" https://www.carmina.com/ 200 TCP_KT_MISS GET image/gif https rfeecx2.ipflzeabovkzahaxi.com 220 /ava/georgeanna ?ada=OMYTkupza11toSxbJeO_lR6U_qQ4HPPbHiaznVyyDZsxkzbcQQ-qhG11MHIoKojSVa_G1z2iF0ista-Dipk0yc4LiJTe1t-KuhtusbHO0vnvXuCAKyhl1a40&len=Lz0RcTPKzYM0WyAlXJPHXEK&id=lisandra&tera=1060&p=3214,152,0240,604&matt=0,4113,1060,04400,16601&lkk=0,4113,20,5003,50&v=20210015&bin=7&phil=kns&hd=0080,054&mj=0.21&app=0&lyla=03&dlj=521100753&gi=4&met=eu&yt=0&ln=0&toh=1&yoko=LnNEgR3ak2foBqnqQXLeUHJvYru4FgJnRcRhQqmnCdSlNPB0RiE2CydyHNwecAaoTI41gSebfsPvfM0%2E&cy=4&dann=0&aida=0&xht=0320001110089&fuz=10&knp=0001&ptq=6013&vad=5410&r=u - "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41) AppleWebKit/312.20 (KHTML, like Gecko) Chrome/00.0.3410.010 Safari/312.20 Hye/00.0.143.42" 10.174.6.2 730 1000 - "none" "none" 112.014.01.023
2021-01-04 13:04:59 55 10.20.50.01 yx=IJJ21141,jh=LIN,jh=TX,o=KAI - - OBSERVED "Search Engines/Portals" https://www.google.com/ 200 TCP_KT_MISS GET image/jpeg https ridq0.google.com 220 /xf/v=402 ?x=302005&y=002216&z=20 - "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41) AppleWebKit/312.20 (KHTML, like Gecko) Chrome/00.0.3410.121 Safari/312.20" 10.174.6.5 01102 001 - "none" "none" 121.130.060.206
2021-01-04 13:04:59 55 10.20.56.016 yx=OPR17111,jh=IAN,jh=TX,o=KAI yx=Internet-Jarod,o=kai - OBSERVED "Search Engines/Portals" - 200 TCP_ACCELERATED CONNECT - tcp www.bing.com 220 / - - "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41; Yoshiko 1.14.2.18020; 10.0.0.0.01000.0041) AppleWebKit/312.20 (KHTML, like Gecko) Chrome/30.0.0225.000 Safari/312.20 Edge/06.01000" 10.174.6.2 05 100 - "none" "none" 204.21.056.200
2021-01-04 13:04:59 55 10.21.34.223 yx=NHS37730,jh=ERE,jh=VE,o=KAI - - OBSERVED "Web Ads/Ghislaine" https://zmx.ipflzeabovkzahaxi.com/ 200 TCP_KT_MISS GET image/gif https rfeecx2.ipflzeabovkzahaxi.com 220 /ava/georgeanna ?ada=SPFJhxj0YHx_BHr2k10YYeevrBbNLS2FZ-TFhTwWSqgcpuF2T_aIQLRWuiAMO5mLOIgETdIB5JucBbK3DhFBhBMUQo3&len=Rz0WsVZCtToTRVIjwhVpTBZ&id=uytsq2&tera=0000&p=0,0,20,120&matt=0000,0000,0000,0000,0000&lkk=0000,0,0,0,0&v=20210015&bin=7&phil=kns&hd=0,0&mj=1&if=1&app=0&lyla=31&dlj=1013800031&gi=6&yt=0&ln=0&yoko=RbJQxK0nb3hnAxdlWMVyRUFvBoh2EyIzNeRsBixgZsTyKVO3If1kXtLfFZmcUP31cQglqpRahUtneTajSQ%2E%2E&cy=4&aida=0&r=v - "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41) AppleWebKit/312.20 (KHTML, like Gecko) Chrome/00.0.3410.121 Safari/312.20" 10.174.004.4 730 650 - "none" "none" 112.014.01.023
2021-01-04 13:04:59 55 10.01.23.122 yx=PEJ01013,jh=KTO,jh=VE,o=KAI - - OBSERVED "Web Ads/Ghislaine" - 200 TCP_ACCELERATED CONNECT - tcp ads.swcnywnrbvl.com 220 / - - "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41) AppleWebKit/312.20 (KHTML, like Gecko) Chrome/00.0.3410.121 Safari/312.20" 10.174.004.4 05 002 - "none" "none" 63.110.03.002
2021-01-04 13:04:59 55 10.111.043.20 yx=BVV05182,jh=YER,jh=TX,o=KAI - - OBSERVED "Content Delivery Networks" - 200 TCP_ACCELERATED CONNECT - tcp cinda-plugin-proxy.global.ssl.rosann.net 220 / - - "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41) AppleWebKit/312.20 (KHTML, like Gecko) Chrome/00.0.3410.010 Safari/312.20" 10.174.6.4 05 076 - "none" "none" 020.201.13.171
2021-01-04 13:04:59 55 10.111.124.01 yx=FIU00304,jh=TAM,jh=TX,o=KAI - - OBSERVED "Search Engines/Portals" https://www.google.com/ 200 TCP_DIEDRE_HIT GET image/jpeg https encrypted-mbp0.sherill.com 220 /images ?q=kim:YJh0VpFFe2HZaAFEaSlRE4Kg0WkrGDZY2bQz6B1AM0SE3bpRrSB4O5hT&lara=ANN - "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41) AppleWebKit/312.20 (KHTML, like Gecko) Chrome/00.0.3410.010 Safari/312.20" 10.174.6.2 1113 742 - "none" "none" 112.014.9.206
2021-01-04 13:04:59 55 10.12.122.17 yx=VMN00513,jh=HEB,jh=VV,o=KAI - - OBSERVED "Web Ads/Ghislaine" https://1i2hn50a708212q072p010fnt0gct0kh.francesco.ipflzeabovkzahaxi.com/ 200 TCP_KT_MISS GET video/lois https m1---rm-i2ty4meq.c.0kvg.net 220 /pkkicwsyhmmmw/id/2f1010o0510220x0/jack/10/source/web_video_ads/renae/L/emmy/yes/ip/0.0.0.0/vertie/0/expire/0030370282/krystal/emmy,renae,expire,id,ip,vertie,jack,ur,zca,ce,th,pv,zu,aia,jg,source/signature/2131060Q32E2G1V221JC33C923K00SZA0J210V90.0RM0I0M4W512011QU13100214000Y3XDC61200CW/key/ljw1/fsr_redirect/yes/ur/Vg/zca/114.101.120.122/ce/11/th/rm-i2ty4meq/pv/bxh/mb/1413111010/zu/m/aia/4/jg/12/file/file.lois ?range=1420000-1431238 lois "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41) AppleWebKit/312.20 (KHTML, like Gecko) Chrome/00.0.3410.010 Safari/312.20 Hye/00.0.143.42" 10.174.004.5 030010 0064 - "none" "none" 132.171.04.130
2021-01-04 13:04:59 55 10.12.63.23 yx=ROP07610,jh=KGO,jh=VV,o=KAI - - OBSERVED "Web Ads/Ghislaine" https://www.flo.com/ 204 TCP_KT_MISS POST application/json https search.qkcjbvhralu.com 220 /sherryl/2.3/cecil/008483 ?src_sys=meghan - "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41) AppleWebKit/312.20 (KHTML, like Gecko) Chrome/00.0.3410.121 Safari/312.20" 10.174.6.5 0050 1315 - "none" "none" 020.30.132.121
2021-01-04 13:04:59 55 10.12.46.20 yx=TVX27012,jh=BAO,jh=VV,o=KAI - - OBSERVED "News" - 200 TCP_ACCELERATED CONNECT - tcp s.phyllis.com 220 / - - "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41) AppleWebKit/312.20 (KHTML, like Gecko) Chrome/00.0.3410.121 Safari/312.20" 10.174.6.3 05 112 - "none" "none" 56.21.116.01
2021-01-04 13:04:59 55 10.21.104.141 yx=MUU52340,jh=HER,jh=QF,o=KAI - - OBSERVED "Search Engines/Portals" - 200 TCP_ACCELERATED CONNECT - tcp shaina.tasha.com 220 / - - "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41) AppleWebKit/312.20 (KHTML, like Gecko) Chrome/00.0.3410.010 Safari/312.20 Hye/00.0.143.42" 10.174.004.2 05 011 - "none" "none" 45.020.50.20
2021-01-04 13:04:59 55 10.21.104.141 yx=MUU52340,jh=HER,jh=QF,o=KAI - - OBSERVED "Web Ads/Ghislaine" https://zmx.ipflzeabovkzahaxi.com/ 204 TCP_KT_MISS GET image/gif https rfeecx2.ipflzeabovkzahaxi.com 220 /gloria/ixa_204 ?id=karla&v=30&t=2&lane=XgP23bN3oTHOeFjx0kPE3sM-NODDOETT3McYMUp&bg=!LuPdFSSTAWBf0MCZINW6MCzUpga5Gyj35hrlxHGtxsBAWOFPZuLvUAKp0nNM6etL5Qkx1W1PDK1AZUUVIFMPPpFTFWAdOCrLRiZTwU14roKAcTeOJoHrmMvgPhtwap1dMgqyBEWUrIn3FP-063nffFGT0sipVpOm6A1bXpZJiN-rc1sgRZr-0qIHX1LSnTsB0tofF2v02E6Rx0xBlld2FWCH0iplloOz_8Kkcdf20xvHDcl0hN-hY2tkNuqAIZrkVzeOzWNUEXwqgXE2Ju5DTMVWq0bPs0FdiNXja5M0lzZm0fZ0b4hZNArp1502BxhNNUBubwQIY3N1U5U5B0gyXh-2juXuvFRy1Jm_DFc5XaQv07Go14qhXckEQ3bFM_qJHxc3FZ31Z1P0are1KGoGdIY2DkecsgtB_b01LBFVZc1Pxz3mkpK_SDWkh1liyrUGxRVrFChJC3jClye1KT1AG21zKyUnbTwVNZTUx02vs0BsaKzRUkh8xB-RHOxsIiH0kt0z3arhwCN1h2evgT0yn0SipI_Ldtz3pA0LatLQMNdPwVVsdPP2jm1bZ25bkX1K0oAodBX1dtyK_1XG15NKoUBbq2Yo7uA1TQjSSLmrP65sjMzS1BrKJ3ZkyW1rHGKuCgMD-GW_oI1weIM0_neuhFHTpbeLbRtoLgwOEb3MU2fTogGuq15_I1yAzWWiQ0VxnIeCp4YUf06iGisIDSkHvt0dY_RTImzzIxnVccbsO13cOdQLTyii8NodvDthpkyRUGYCvSdzdRE11JX_Up_aljx5YmtEJ154Fc0beY0h0LUnTMPffF3NmeryzbKWg2RxhJQjkV2H10EwDCjQ-10DiwRUkDJXh5w4hc4-WFbtmF_AmILZesSDXhlFCcjUHxkKZwYgWe2_xupc0d00j02q6R2jgYQXpDPiwLtZIjTyoH0PbFLaqMtimDa2F_GztEGgk2a4HMbi_beTte_V2V30z-ksYS1Yg7gPaUvBZQ1RZtNhzb5eKMtPDaRG7BtCOG0e3VhRnYJD2R0qi0OirxiBBCWWqwsnJJau0ubAfxUu3-l0KdLrMYR0i3bW2fMGEq6s1nRyPDkbYCO0kd01 - "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41) AppleWebKit/312.20 (KHTML, like Gecko) Chrome/00.0.3410.010 Safari/312.20 Hye/00.0.143.42" 10.174.004.2 051 1131 - "none" "none" 112.014.01.023
2021-01-04 13:04:59 55 10.23.33.51 yx=QGG01620,jh=OZR,jh=QF,o=KAI - - OBSERVED "Web Ads/Ghislaine" https://zmx.ipflzeabovkzahaxi.com/ 204 TCP_KT_MISS GET image/gif https rfeecx2.ipflzeabovkzahaxi.com 220 /gloria/ixa_204 ?id=karla&v=30&t=2&lane=V3R1Luw1jCCOVewo-UGwRnMbLPSERMOzY3FBR&bg=!Gf0gHPoDTXDf1BSAUAN4IBsYktw7Xg0-lU0VftLDcIx2owqO1lDB2yuzH57FcMTk_0Xiet-pJ8RCJgINQJAgIcLILT1zILhYPQHhcUk0luxsq0K0gs4W-TGcwZUhDLot1yGnDnfUYrusWzetGYgx2dYVMFh3-eX2o0Hf-b35T503kL00KcBHdtm2b1Z1w6oikHEW0BjkanX3_dtYRiaVQ5HCmjRL2QMHSnspv6Q2l1_P1eOmDf41OpFgVFfV7hzQqHoSKbHPSgbL_iBKtVgZZc0I20mHGpQYLQWw-hJb1rdIxckz2UJ_CkOXxp1HUmGxQOTrO4id1U3Z2OluJaBjeH10PHYfRMUY_cVNz0go3hfhPZo0M0Z00h0X5YMlXa4Fp1gTb3hMjdXhQSsc-ifcwCWA_VR0wKeCbWUQhDi8QMS405K161On1aaWs6XPZ0cTF_bY3Bikhmmm012DlQj_CoqvKYWFI4mQ2eYCuNCcQw0N0goj2gx20GlnLsOjK0kxN4pPsAhRyNxoHgXAtPPnrHU7lpQJfN30c_6TnzWrtXLLADlBiUmCwhJfWAhXXmXD0oH3R0t-cdT01DfxAy00qFJn1YXxlq2BEbxQn0hXdm0mzLJerKYRn1BwWwMptLN-b2nlq1EQswdhgteZ0iWY-eUk03aw2ejKqDRJNX2QOsDaIwyAVO6FBuEzjrUsGX0RDxqXPydPCBJhs-FbUHBH-Jt3IzFXgYU21kgevFtsTEuxy0FlchrtsrOBaIwyYBHhoa1TWlXyIqm1K4xUOyTCVh51yEhwBxCQ1buasbTAFH34HZ3fbl6l3pXQUjjmk-K0GoshwXnSrQ1rPwAovNj0jET7St3z61geC_cizQsTQicPEA0S_eGnAcWcOk13-TWxtLngGeAryG4fN-Fmv2W0bxs4_kY2TuvVby81OdCGmTh-uqxiI0zXwLKMRL2CDNaiE0yCtHnmuG7G4qS3LIsBaSkEicX00g1nkrM_kZLPS1IAJV1UVx_HuUpO6npuSbPq6-SoxqBSEMFiP2kDvqmUgc1sIY2-BDkMGHsA3VygTBI_r11-eUbMwDX-a4D2UUp2azdw1GA09zlLUybW0xy4K10yPzx1xb6bDvarE4GDFyIVKH0-WBSG0IBB2j00eM5VRS0cw0UquBrvf_9wF8VVYSXAb1B60I6erSIxSn4XkjH1JqRnSIKeY4gTX1Qlq02OhKkDwEQrmGpF-cz0DqEr3KHQ2SXe40nPlqUXiNZZhxU - "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41) AppleWebKit/312.20 (KHTML, like Gecko) Chrome/00.0.3410.010 Safari/312.20 Hye/00.0.143.42" 10.174.004.5 051 1501 - "none" "none" 112.014.01.023
2021-01-04 13:04:59 55 10.23.35.85 yx=CHS01256,jh=OZR,jh=QF,o=KAI - - OBSERVED "News" https://www.carmina.com/ 200 TCP_KT_MISS GET application/javascript https static.carmina.com 220 /static/randi/scripts/core/base/app/utils/page.reload.js ?v=00110001100920 js "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41) AppleWebKit/312.20 (KHTML, like Gecko) Chrome/00.0.3410.121 Safari/312.20" 10.174.004.2 1011 2121 - "none" "none" 23.48.21.129
2021-01-04 13:04:59 55 10.36.19.73 - - - OBSERVED "Technology/Internet" - 200 TCP_TUNNELED CONNECT - tcp 30-200-162-117.pyuzqwkhja.com 220 / - - "Mozilla/4.0 (compatible)" 10.174.6.4 05 162 - "none" "none" 30.200.162.117
2021-01-04 13:04:59 550 10.174.9.116 - - - OBSERVED "Content Delivery Networks" - 206 TCP_HIT GET application/x-chrome-extension http armida.me.fwq1.com 00 /armida/fqinzsbutltrtj/L0Omer1aKK0erLIhpcLfv12jIthoSwEdUxVjQWYRjjdkEv12LUXRFYgWYCXeLFJqHJ/0.57.44.2492_edqoqjlhkgxkxctxccxyzhhvdgtgoork.lia - lia "Margareta BITS/7.8" 10.174.6.2 2101100 313 - "none" "none" 30.101.30.122
2021-01-04 13:04:59 550 10.23.35.85 yx=CHS01256,jh=OZR,jh=QF,o=KAI - - OBSERVED "Search Engines/Portals" https://www.carmina.com/ 200 TCP_KT_MISS GET image/jpeg https s.thao.com 220 /jp/brcrgsfgl/ads/us/JUNITA_AND_CROP/0100e116/4g2g04410vdcsqy2trc00mt123124720.jpeg - jpeg "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41) AppleWebKit/312.20 (KHTML, like Gecko) Chrome/00.0.3410.121 Safari/312.20" 10.174.004.2 110310 303 - "none" "none" 45.020.50.20
2021-01-04 13:04:59 551 10.23.44.58 yx=UIE05000,jh=ELI,jh=QF,o=KAI - - OBSERVED "Web Ads/Ghislaine" https://www.deb.com/shaneka/neida?karisa=en-US&market=US&eopuporpqcrlhrxitxj=0&alexandria=0&POAanu=1&MtCBZ=0 204 TCP_KT_MISS POST application/json https search.qkcjbvhralu.com 220 /sherryl/2.3/cecil/042030 ?src_sys=meghan - "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41; Leilani/7.0; na:00.0) like Gecko" 10.174.004.4 1040 0071 - "none" "none" 020.30.132.121
2021-01-04 13:04:59 551 10.120.31.7 - - - OBSERVED "Technology/Internet" - 200 TCP_TUNNELED CONNECT - tcp login.vcukrkfurjnhkcw.us 220 / - - - 10.174.6.5 0433 2202 - "Office 214 General" "none" 01.103.171.002
2021-01-04 13:04:59 552 10.122.132.116 - - - OBSERVED "Web Ads/Ghislaine" - 200 TCP_TUNNELED CONNECT - tcp tapestry.emile.com 220 / - - "Mozilla/5.0 (Windows NT 10.0; GQU61) AppleWebKit/312.20 (KHTML, like Gecko) Chrome/00.0.3410.010 Safari/312.20" 10.174.6.3 0511 1411 - "none" "none" 002.043.116.21
2021-01-04 13:04:59 552 10.174.10.207 - - - OBSERVED "Search Engines/Portals" - 200 TCP_TUNNELED CONNECT - tcp www.google.com 220 / - - "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41) AppleWebKit/312.20 (KHTML, like Gecko) Chrome/00.0.3410.003 Safari/312.20" 10.174.6.3 0040 506 - "none" "none" 121.130.22.21
2021-01-04 13:04:59 552 10.12.45.200 yx=VVY12534,jh=SUE,jh=VV,o=KAI - - OBSERVED "Web Ads/Ghislaine" https://www.eryn.com/ 200 TCP_KT_MISS POST application/json https meghan-server.syyqkymynpjmmm.com 220 /ecxccmg1/auction - - "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41) AppleWebKit/312.20 (KHTML, like Gecko) Chrome/00.0.3410.010 Safari/312.20" 10.174.6.4 010 2047 - "Alishia Project" "none" 50.03.00.11
2021-01-04 13:04:59 553 10.18.49.63 yx=UZA00302,jh=TOD,jh=PG,o=KAI - - OBSERVED "News" https://www.carmina.com/ 200 TCP_KT_MISS GET image/jpeg https f43.carmina.com 220 /static.carmina.com/carmina.com/content/uploads/1011/00/1024/533/Harold-roxana-pride-parade-gny-francisco.jpg ?tl=1&fw=1 jpg "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41; Leilani/7.0; na:00.0) like Gecko" 10.174.6.5 001410 0334 - "none" "none" 020.201.23.012
2021-01-04 13:04:59 553 10.205.43.21 - - - OBSERVED "Government/Legal" - 200 TCP_TUNNELED CONNECT - tcp uuz.yytm.rosemary.sol 220 / - - "Mozilla/5.0 (Windows NT 10.0; GQU61; Leilani/7.0; SG7HD0; na:00.0) like Gecko" 10.174.6.3 4210 0000 - "none" "none" 020.002.20.010
2021-01-04 13:04:59 555 10.18.49.63 yx=UZA00302,jh=TOD,jh=PG,o=KAI - - OBSERVED "News" https://www.carmina.com/ 200 TCP_KT_MISS GET image/jpeg https f43.carmina.com 220 /so.carmina.com/images/1011/00/1024/533/j0oqg40r04600g45321l150p4v6fm650.jpg ?tl=1&fw=1 jpg "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41; Leilani/7.0; na:00.0) like Gecko" 10.174.6.5 100354 0511 - "none" "none" 020.201.23.012
2021-01-04 13:04:59 555 10.36.19.85 - - - OBSERVED "Technology/Internet" - 200 TCP_TUNNELED CONNECT - tcp qyfquridsmko0.dm.pa.margareta.us 220 / - - - 10.174.6.5 51112 0008 - "none" "none" 01.215.01.002
2021-01-04 13:04:59 55580 002.9.3.108 - - - OBSERVED "Technology/Internet" - 200 TCP_TUNNELED CONNECT - tcp carter.kay.nvr.margareta.com 220 / - - - 10.174.6.4 00701 2000 - "Office 214 General" "none" 01.174.100.00
2021-01-04 13:04:59 556 10.03.61.100 yx=LIA20426,jh=ULA,jh=KT,o=KAI - - OBSERVED "Web Ads/Ghislaine" - 200 TCP_ACCELERATED CONNECT - tcp zmx.ipflzeabovkzahaxi.com 220 / - - "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41) AppleWebKit/312.20 (KHTML, like Gecko) Chrome/00.0.3410.121 Safari/312.20" 10.174.004.5 05 116 - "none" "none" 112.014.024.108
